"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_19084","ASV_19084",0.0116552450654247,0.892369959669139,0.016950172564593,0.687618077102719,0.199,315.254666666667,18310,1,0.018,"LIA-1931_1931-1962",19084,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA
"ASV_10650","ASV_10650",0.0102685493211109,0.892369959669139,0.00876505525819678,1.17153275348813,0,277.805333333333,7479,1,0.001,"LIA-1931_1931-1962",10650,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_16169","ASV_16169",0.00865219766228859,0.892369959669139,0.00701105767753994,1.23407880240467,256.085666666667,38.7293333333333,14594,1,0.034,"LIA-1931_1931-1962",16169,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"ASV_19000","ASV_19000",0.00690125920997511,0.892369959669139,0.0100428072961744,0.687184270936277,0,186.706666666667,18204,1,0.001,"LIA-1931_1931-1962",19000,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX"
"ASV_17541","ASV_17541",0.00615438669985133,0.892369959669139,0.00669270383358008,0.91956656874195,64.7756666666667,158.953333333333,16337,1,0.042,"LIA-1931_1931-1962",17541,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage"
"ASV_16995","ASV_16995",0.00571453389517262,0.892369959669139,0.0080727297722845,0.70788123179744,4.651,153.050666666667,15655,1,0.023,"LIA-1931_1931-1962",16995,"Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes"
"ASV_18448","ASV_18448",0.00495741849634065,0.892369959669139,0.00398983015692181,1.24251366633745,55.8053333333333,149.884,17460,1,0.016,"LIA-1931_1931-1962",18448,"Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA
"ASV_16169","ASV_16169",0.00923266799733866,0.90477514354008,0.00722996074337575,1.27700112421742,256.085666666667,14.6246,14552,1,0.001,"LIA-1931_1984-2024",16169,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"ASV_13169","ASV_13169",0.00679149355609768,0.90477514354008,0.00942343966828256,0.72070218467642,185.379,1.9958,10643,1,0.001,"LIA-1931_1984-2024",13169,"Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae"
"ASV_17637","ASV_17637",0.00652466671595081,0.90477514354008,0.0133459052070035,0.48888903485744,175.836,4.5784,16435,1,0.023,"LIA-1931_1984-2024",17637,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA
"ASV_16828","ASV_16828",0.00560370616791109,0.90477514354008,0.0122085041773232,0.459000225295393,151.602666666667,0,15390,1,0.001,"LIA-1931_1984-2024",16828,"Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA
"ASV_14392","ASV_14392",0.0050201448953944,0.90477514354008,0.00956510255607477,0.524839630935908,135.815,0,12212,1,0.001,"LIA-1931_1984-2024",14392,"Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia",NA
"ASV_18997","ASV_18997",0.00479760232621177,0.90477514354008,0.0083502806075867,0.574543844892216,129.794333333333,0,18239,1,0.017,"LIA-1931_1984-2024",18997,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX"
"ASV_15271","ASV_15271",0.00434227840615066,0.90477514354008,0.00943821996667019,0.46007387213742,117.476,0,13364,1,0.001,"LIA-1931_1984-2024",15271,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Euglyphidae"
"ASV_18329","ASV_18329",0.00430930484709593,0.90477514354008,0.004835176872245,0.891240374645301,118.894,3.5004,17299,1,0.007,"LIA-1931_1984-2024",18329,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes"
"ASV_15527","ASV_15527",0.00430741726423696,0.90477514354008,0.00804016841986014,0.535737193464399,116.026333333333,5.417,13671,1,0.026,"LIA-1931_1984-2024",15527,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA
"ASV_2884","ASV_2884",0.00428084571597546,0.90477514354008,0.00872103770983152,0.490864259324268,115.814,0,17990,0.987162834474242,0.001,"LIA-1931_1984-2024",2884,"Eukaryota",NA,NA,NA,NA,NA,NA
"ASV_18287","ASV_18287",0.027552857248466,0.932660401419383,0.0451981760787887,0.609601086566776,0,745.415,16891,1,0.001,"LIA-1931_LIA",18287,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX"
"ASV_18294","ASV_18294",0.0246376444641581,0.932660401419383,0.0422458331983919,0.583197030307262,0.559666666666667,667.1065,16898,1,0.001,"LIA-1931_LIA",18294,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX"
"ASV_18292","ASV_18292",0.0135066718415022,0.932660401419383,0.023705020468813,0.569781066389372,2.96,363.9295,16896,1,0.042,"LIA-1931_LIA",18292,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX"
"ASV_19023","ASV_19023",0.0112510534486582,0.932660401419383,0.0199065279512817,0.565194165260439,0,304.386,17916,1,0.001,"LIA-1931_LIA",19023,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX"
"ASV_16169","ASV_16169",0.00923302777161726,0.932660401419383,0.00746191858131089,1.23735305752897,256.085666666667,8.1595,13629,1,0.018,"LIA-1931_LIA",16169,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"ASV_10673","ASV_10673",0.00911026095956236,0.932660401419383,0.0156158712542703,0.583397545434493,0,246.469,6250,1,0.001,"LIA-1931_LIA",10673,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_18286","ASV_18286",0.00544516522510535,0.932660401419383,0.00960879170427913,0.566685738715766,0,147.3135,16890,1,0.001,"LIA-1931_LIA",18286,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX"
"ASV_10652","ASV_10652",0.00532590374805944,0.932660401419383,0.00524460519744248,1.0155013671299,0,144.087,6226,1,0.001,"LIA-1931_LIA",10652,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
"ASV_14443","ASV_14443",0.00519832557108006,0.932660401419383,0.00552339466510405,0.941146864612496,0,140.6355,11003,1,0.001,"LIA-1931_LIA",14443,"Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae"
"ASV_10647","ASV_10647",0.00508022843202484,0.932660401419383,0.00444471649688068,1.1429814332568,2.172,139.6125,6221,1,0.003,"LIA-1931_LIA",10647,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX"
